id,expediente,producto,cantidadcum,descripcioncomercial,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad
1919,20072421,ESOMEZOL 40MG CÃPSULAS.,42,PRESENTACION COMERCIAL: ESTUCHE DE CARTÃ“N CARTULINA POR 3 BLISTER POR 14 CÃPSULAS EN BLISTER DE PVC TRANSPARENTE INCOLORO / ALUMINIO. DENTRO DE UN SOBRE POUCH DE ALUMINIO,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESIO EQUIVALENTE A ESOMEPRAZOL BASE,mg,40
1920,19942064,UPRAZOL 20 MG,30,CAJA POR 30 CÃPSULAS EN BLÃSTER PVC/PE/PVDC BLANCO-ALUMINIO POR 10 CÃPSULAS,U,A02BC01,OMEPRAZOL,ORAL,A,COMPOSICIÃ“N DE LOS PELLETS: OMEPRAZOL 8.5 % EQUIVALENTE A OMEPRAZOL,mg,2000007
1921,19940076,ESOPRAX Â® 40 CAPSULAS,14,MARCA: CAJA POR 4 FRASCOS DE POLIETILENO DE ALTA DENSIDAD BLANCO OPACO POR 14 CAPSULAS CADA UNO,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1922,20159587,ESOMEPRAZOL 40 MG CÃPSULA DE LIBERACIÃ“N RETARDADA,7,1E1003241002100 ESOMEPRAZOL 40 MG CAPSULAS DE LIBERACIÃ“N NO MODIFICADA ORAL (ICOM) CÃPSULA 1 UNIDAD. CAJA POR 7 CÃPSULAS EN 1 BLÃSTER PVC/PVDC BLANCO-ALUMINIO EN SOBRE DE PAPEL POUCH.,U,A02BC05,ESOMEPRAZOL,ORAL,A,22.5% P/P MRICROGRANULOS* DE ESOMEPRAZOL MAGNESICO TRIHIDRATO EQUIVALENTE A ESOMEPRAZOL,mg,40
1923,19940078,ESOPRAX Â® 20MG CAPSULAS,100,(MARCA) CAJA POR 100 CÃPSULAS EN BLISTER DE PVC/PVDC-ALUMINIO EN BOLSA SACHET,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1924,20066116,ESOMEPRAZOL 40 MG,20,CAJA POR 20 TABLETAS CON CUBIERTA ENTÃ‰RICA EN BLISTER DE ALUMINIO/ALU-ALU (BLISTER POR 10 TABLETAS).,U,A02BC05,ESOMEPRAZOL,ORAL,A,44.5 MG DE ESOMEPRAZOL MAGNESICO TRIHIDRATO. EQUIVALENTE A ESOMEPRAZOL BASE,mg,40
1925,20151740,GAPENÂ®,14,IUM 1E1018641002101 CAJA POR 14 TABLETAS RECUBIERTAS EN BLISTER DE ALUMINIO/ALUMINIO POR 7 TABLETAS CADA UNO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO EQUIVALENTE A ESOMEPRAZOL,mg,20
1926,20030113,ESOMEDÂ® 20 MG CAPSULAS,28,CAJA POR 28 CAPSULAS EN BLISTER PVC AMBAR/ALUMINIO EN SOBRE POUCH CON SILICA DESECANTE.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATO EQUIVALENTE A ESOMEPRAZOL,mg,20
1927,19940076,ESOPRAX Â® 40 CAPSULAS,196,USO INSTITUCIONAL: CAJA X 196 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1928,19950315,ESOZÂ® 20 MG CAPSULAS DE LIBERACIÃ“N RETARDADA,50,CAJA POR 50 CAPSULAS EN BLISTER EN ALUMINIO Y TRIFLEX II (PP/AL/PVC/PVDC),U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL  MAGNESIO  22.5%  PELLETS EQUIVALENTE A ESOMEPRAZOL BASE ANHIDRA(1*),mg,20
1929,20015512,NEDOX GRÃNULOS GASTRORESISTENTES PARA SUSPENSIÃ“N ORAL,14,CAJA POR 14 SOBRES DE PET/FOIL DE ALUMINIO/PE.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATADO EQUIVALENTE A ESOMEPRAZOL(**),mg,10
1930,20038476,OMEPRAZOL 20 MG CAPSULA DURA,250,ENTIDADES: CAJA POR 250 CAPSULAS DURAS EN EMPAQUE INDIVIDUAL TIPO BLISTER ALU/PVDC. POR 10 CAPSULAS DURAS CADA UNO.,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL MICROGRANULOS 85.9 MG/G (EQUIVALENTE A 20.00MG DE OMEPRAZOL),mg,232.8
1931,19940078,ESOPRAX Â® 20MG CAPSULAS,30,(MARCA) CAJA POR 30 CÃPSULAS EN BLISTER DE PVC/PVDC-ALUMINIO EN BOLSA SACHET,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1932,19940078,ESOPRAX Â® 20MG CAPSULAS,100,(GENERICO) FRASCO EN POLIETILENO DE ALTA DENSIDAD. COLOR BLANCO OPACO POR 100 CAPSULAS.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1933,19948264,OMEPRAZOL 10 MG,7,CAJA POR 7 CAPSULAS EN BLISTER PVC / ALUMINIO EN SOBRE POUCH.,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL MICROGRANULOS 85.5 MG/G 117.0 MG (EQUIVALENTE A OMEPRAZOL,mg,10
1934,19940076,ESOPRAX Â® 40 CAPSULAS,14,TRES FRASCOS EN POLIETILENO DE ALTA DENSIDAD. COLOR BLANCO OPACO. POR 14 CAPSULAS C/U.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1935,19960407,ESOMEPRAZOL TABLETA ENTERICA 20 MG,98,CAJA X 98 TABLETAS ENTÃ‰RICAS EN SIETE BLISTER PVC/PVDC/ ALUMINIO  POR 14 TABLETAS ENTÃ‰RICAS CADA BLISTER,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATO EQUIVALENTE A ESOMEPRAZOL,mg,20
1936,19941719,NEDOXÂ® 40 MG,14,CAJA X 14 CÃPSULAS. EN BLÃSTER ALUMINIO/ALUMINIO ((OPA-ALUMINIO-PVC) / ALUMINIO) POR 7 CÃPSULAS.,U,A02BC05,ESOMEPRAZOL,ORAL,A,PELLETS DE ESOMEPRAZOL AL 8.5% (470.588 MG) EQUIVALENTES A ESOMEPRAZOL,mg,40
1937,20066525,IMPROTOPÂ® CAPSULAS,21,CAJA POR 21 CÃPSULAS EN BLISTER PVC TRANSPARENTE - ALUMINIO POR 7 CÃPSULAS.,U,A02BC05,ESOMEPRAZOL,ORAL,A,MICROGRÃNULOS DE ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO EQUIVALENTE A ESOMPERAZOL BASE,mg,40
1938,19940076,ESOPRAX Â® 40 CAPSULAS,14,GENERICO: CAJA X 14 CAPSULAS EN FRASCO DE POLIETILENO DE ALTA DENSIDAD BLANCO,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1939,19940078,ESOPRAX Â® 20MG CAPSULAS,7,(GENERICO) CAJA POR 7 CÃPSULAS EN BLISTER DE PVC/PVDC-ALUMINIO EN BOLSA SACHET,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1940,19940076,ESOPRAX Â® 40 CAPSULAS,343,USO INSTITUCIONAL: CAJA X 343 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1941,19950316,ESOMEPRAZOL 40 MG CÃPSULAS,60,CAJA POR 60 CAPSULAS EN BLISTER EN ALUMINIO Y TRIFLEX II (PP/AL/PVC/PVDC),U,A02BC05,ESOMEPRAZOL,ORAL,A,PELLETS DE ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO 22.5% CON CUBIERTA ENTÃ‰RICA EQUIVALENTES A ESOMEPRAZOL,mg,40
1942,20089319,ESOMED 10 MG SOBRES.,600,INSTITUCIONAL PROHIBIDA SU VENTA: CAJA CON 600 SOBRES LAMINADOS PES-ALU-PE CADA UNO CON 2.6 G DE MICROGRANULOS GASTRORESISTENTES PARA SUSPENSION ORAL,U,A02BC05,ESOMEPRAZOL,ORAL,A,MICROGRANULOS GASTRORESISTENTES: ESOMEPRAZOL MAGNESICO TRIHIDRATO (EQUIVALENTES A DE ESOMEPRAZOL),mg,10
1943,19940076,ESOPRAX Â® 40 CAPSULAS,21,USO INSTITUCIONAL: CAJA X 21 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1944,19940078,ESOPRAX Â® 20MG CAPSULAS,14,GENERICO: CAJA POR 14 CÃPSULAS EN BLISTER OPA/ AL/ PVC - ALUMINIO COLOR GRIS OPACO. CADA BLISTER POR 14 BLISTER CADA UNO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1945,20159581,ESOMEPRAZOL 20 MG CÃPSULA DE LIBERACIÃ“N RETARDADA,14,1E1012041002101 ESOMEPRAZOL 20 MG CAPSULAS DE LIBERACIÃ“N NO MODIFICADA ORAL (ICOM) CÃPSULA 1 UNIDAD. CAJA POR 14 CÃPSULAS EN 1 BLÃSTER PVC/PVDC BLANCO-ALUMINIO EN SOBRE DE PAPEL POUCH,U,A02BC05,ESOMEPRAZOL,ORAL,A,22.5% P/P MRICROGRANULOS* DE ESOMEPRAZOL MAGNESICO TRIHIDRATO EQUIVALENTE A ESOMEPRAZOL,mg,20
1946,20030114,ESOMED 40 MG CAPSULAS,60,USO INSTITUCIONAL-PROHIBIDA SU VENTA: CAJA POR 60 CAPSULAS EN BLISTER PVC AMBAR/ALUMINIO EN SOBRE POUCH CON SILICA DESECANTE,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATO EQUIVALENTE A ESOMEPRAZOL,mg,40
1947,20157741,NEDOX 20MG TABLETAS GASTRORRESISTENTES,7,1E1014021002101 CAJA CON 1 BLISTER EN ALU-ALU((OPA-ALUMINIO-PVC)ALUMINIO POR 7 TABLETAS GASTRORRESISTENTES.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATO 22.275 EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1948,19940076,ESOPRAX Â® 40 CAPSULAS,14,USO INSTITUCIONAL: CAJA X 14 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1949,19940078,ESOPRAX Â® 20MG CAPSULAS,7,(GENERICO) CAJA POR 7 CÃPSULAS EN BLISTER DE PVC/PVDC-ALUMINIO EN BOLSA SACHET,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1950,19940076,ESOPRAX Â® 40 CAPSULAS,322,USO INSTITUCIONAL: CAJA X 322 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1951,19940076,ESOPRAX Â® 40 CAPSULAS,126,USO INSTITUCIONAL: CAJA X 126 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1952,19940076,ESOPRAX Â® 40 CAPSULAS,378,USO INSTITUCIONAL: CAJA X 378 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1953,19942122,OMEPRAZOL CAPSULAS,30,CAJA POR 30 CÃPSULAS EN BLISTER PVC/PVDC BLANCO POR 10 CÃPSULAS,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL (EQUIVALENTE A 8.5% DE OMEPRAZOL POR PELLETS),mg,20
1954,19940078,ESOPRAX Â® 20MG CAPSULAS,14,(MARCA) CAJA POR 14 CÃPSULAS EN BLISTER DE PVC/PVDC-ALUMINIO EN BOLSA SACHET,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1955,20013496,ESOZ 40 MG POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,10,CAJA POR 10 FRASCOS AMPOLLA DE VIDRIO TIPO I . INCOLORO TAPON GRIS DE CAUCHO Y AGRAFE DE ALUMINIO,U,A02BC05,ESOMEPRAZOL,INTRAVENOSA,A,ESOMEPRAZOL SODICO EQUIVALENTE A ESOMEPRAZOL BASE,mg,40
1956,55501,OMEPRAZOL CAPSULAS 20 MG,600,INSTITUCIONAL: CAJA PLEGADIZA POR 600 CÃPSULAS EN SESENTA BLISTER PVC-PVDC/ALU POR 10 CÃPSULAS C/U,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL MICROGRANULOS MICROGRANULOS CON CUBIERTA ENTERICA 7.7% ( 259.74 MG ) EQUIVALENTE A OMEPRAZOL,mg,20
1957,36637,ORAZOLEÂ® 20 MG CAPSULAS,20,CAJA MULTIPLE Y/O DISPENSADORA CON 20 BOLSAS DE SEGURIDAD POR 1 CAPSULA C/U.,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL MICROGRANULOS: EQUIVALENTE A OMEPRAZOL,mg,20
1958,19940076,ESOPRAX Â® 40 CAPSULAS,105,USO INSTITUCIONAL: CAJA X 105 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1959,19940076,ESOPRAX Â® 40 CAPSULAS,266,USO INSTITUCIONAL: CAJA X 266 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1960,19940076,ESOPRAX Â® 40 CAPSULAS,100,FRASCO EN POLIETILENO DE ALTA DENSIDAD. COLOR BLANCO OPACO. POR 100 CAPSULAS,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1961,19942122,OMEPRAZOL CAPSULAS,2,MUESTRA MEDICA:CAJA POR 2 CAPSULAS EN BLÃSTER PVC/PVDC BLANCO-ALUMINIO,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL (EQUIVALENTE A 8.5% DE OMEPRAZOL POR PELLETS),mg,20
1962,19940076,ESOPRAX Â® 40 CAPSULAS,301,USO INSTITUCIONAL: CAJA X 301 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1963,20035947,PRAZED Â® 20MG CÃPSULAS,500,GENERICO: CAJA PLEGADIZA CON 50 BLISTER PVC/PE/PVDC TRANSPARENTE INCOLORO / FOIL ALUMINIO POR 10 CAPSULAS C/U.,U,A02BC01,OMEPRAZOL,ORAL,A,MICROGRANULOS DE OMEPRAZOL AL 8.5% W/W (235.16 MG/CÃPSULA). EQUIVALENTES A DE OMEPRAZOL,mg,20
1964,38408,ORAZOLEÂ® 40,30,CAJA CARTON POR 30 FRASCOS VIALES EN VIDRIO TIPO I POR 40 MG.,U,A02BC01,OMEPRAZOL,INTRAVENOSA,A,OMEPRAZOL SODICO EQUIVALENTE A OMEPRAZOL,mg,40
1965,19940076,ESOPRAX Â® 40 CAPSULAS,7,GENERICO: CAJA X 7 CAPSULAS EN BLISTER DE PVC/PVDC-ALUMINIO EN BOLSA SACHET.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1966,19940076,ESOPRAX Â® 40 CAPSULAS,245,USO INSTITUCIONAL: CAJA X 245 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1967,20030113,ESOMEDÂ® 20 MG CAPSULAS,20,CAJA POR 20 CAPSULAS EN BLISTER PVC AMBAR/ALUMINIO EN SOBRE POUCH CON SILICA DESECANTE.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATO EQUIVALENTE A ESOMEPRAZOL,mg,20
1968,36637,ORAZOLEÂ® 20 MG CAPSULAS,15,USO INSTITUCIONAL: CAJA POR 15 CÃPSULAS EN BLISTER DE PVC / ALUMINIO. DENTRO DE BOLSA DE SEGURIDAD + BOLSA DESECANTE DE SILICA GEL.,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL MICROGRANULOS: EQUIVALENTE A OMEPRAZOL,mg,20
1969,19940078,ESOPRAX Â® 20MG CAPSULAS,100,(GENERICO) CAJA POR 100 CÃPSULAS EN BLISTER DE PVC/PVDC-ALUMINIO EN BOLSA SACHET,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1970,19941719,NEDOXÂ® 40 MG,7,CAJA X 7 CÃPSULAS. EN BLÃSTER ALUMINIO/ALUMINIO ((OPA-ALUMINIO-PVC) / ALUMINIO) POR 7 CÃPSULAS.,U,A02BC05,ESOMEPRAZOL,ORAL,A,PELLETS DE ESOMEPRAZOL AL 8.5% (470.588 MG) EQUIVALENTES A ESOMEPRAZOL,mg,40
1971,20119713,GARMISCH ESOMAX 20 MG CAPSULAS.,28,CAJA POR 28 CAPSULAS DE GELATINA DURA EN DOS BLISTER DE ALUMINIO- PVC/PVDC TRANSPARENTE POR 14 CAPSULAS ACONDICIONADO EN UN SACHET DE POLIETILENO-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,PELLETS DE ESOMEPRAZOL MAGNESICO TRIHIDRATO( PELLETS AL 8.5% ) EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1972,20038476,OMEPRAZOL 20 MG CAPSULA DURA,21,CAJA POR 21 CÃPSULAS DURAS EN EMPAQUE INDIVIDUAL TIPO BLISTER ALU/PVC. POR 7 CÃPSULAS DURAS CADA UNO,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL MICROGRANULOS 85.9 MG/G (EQUIVALENTE A 20.00MG DE OMEPRAZOL),mg,232.8
1973,19959964,GARMISCH ESOMAXÂ® 40 MG CAPSULAS,14,CAJA POR 14 CAPSULAS DURAS EN BLISTER ALUMINIO/PVDC TRANSPARENTE Y BOLSA DE POLIETILENO ALUMINIO,U,A02BC05,ESOMEPRAZOL,ORAL,A,PELLETS DE ESOMEPRAZOL MAGNESICO 8.5% EQUIVALENTES A ESOMEPRAZOL BASE,mg,40
1974,20030113,ESOMEDÂ® 20 MG CAPSULAS,900,USO INSTITUCIONAL: CAJA POR 900 CAPSULAS EN BLISTER PVC AMBAR/ALUMINIO EN SOBRE POUCH CON SILICA DESECANTE.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATO EQUIVALENTE A ESOMEPRAZOL,mg,20
1975,19940076,ESOPRAX Â® 40 CAPSULAS,7,GENÃ‰RICO: FRASCO EN POLIETILENO DE ALTA DENSIDAD. COLOR BLANCO OPACO POR 7 CAPSULAS,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1976,19940076,ESOPRAX Â® 40 CAPSULAS,112,USO INSTITUCIONAL: CAJA X 112 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1977,19940078,ESOPRAX Â® 20MG CAPSULAS,7,(MARCA) CAJA POR 7 CÃPSULAS EN BLISTER DE PVC/PVDC-ALUMINIO EN BOLSA SACHET,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1978,20075204,NEDOX 5 MG . GRANULOS PARA SUSPENSION ORAL,2,CAJA PLEGADIZA CON 2 SOBRES LAMINADOS PET/FOIL/PE POR 3 GRAMOS CADA UNO,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL PELLETS 8.5% 58.8 MG ( EQUIVALENTE A ESOMEPRAZOL),mg,5
1979,36637,ORAZOLEÂ® 20 MG CAPSULAS,7,CAJA POR 7 CAPSULAS.,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL MICROGRANULOS: EQUIVALENTE A OMEPRAZOL,mg,20
1980,19940076,ESOPRAX Â® 40 CAPSULAS,378,USO INSTITUCIONAL: CAJA X 378 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1981,19940076,ESOPRAX Â® 40 CAPSULAS,100,GENERICO: CAJA X 100 CAPSULAS EN FRASCO DE POLIETILENO DE ALTA DENSIDAD BLANCO,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1982,19940076,ESOPRAX Â® 40 CAPSULAS,14,GENERICO: CAJA X 14 CAPSULAS EN FRASCO DE POLIETILENO DE ALTA DENSIDAD BLANCO,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1983,19940078,ESOPRAX Â® 20MG CAPSULAS,30,(MARCA) CAJA POR 30 CÃPSULAS EN BLISTER DE PVC/PVDC-ALUMINIO EN BOLSA SACHET,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20
1984,19942122,OMEPRAZOL CAPSULAS,100,CAJA POR 100 CÃPSULAS (10 BLISTER PVC/PVDC BLANCO X 10 CÃPSULAS),U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL (EQUIVALENTE A 8.5% DE OMEPRAZOL POR PELLETS),mg,20
1985,19940076,ESOPRAX Â® 40 CAPSULAS,49,USO INSTITUCIONAL: CAJA X 49 CÃPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1986,19942122,OMEPRAZOL CAPSULAS,10,MUESTRA MEDICA:CAJA POR 10 CAPSULAS EN BLÃSTER PVC/PVDC BLANCO-ALUMINIO,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL (EQUIVALENTE A 8.5% DE OMEPRAZOL POR PELLETS),mg,20
1987,19940076,ESOPRAX Â® 40 CAPSULAS,7,MARCA: CAJA X 7 CAPSULAS EN BLISTER DE PVC/PVDC-ALUMINIO EN BOLSA SACHET.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1988,19940076,ESOPRAX Â® 40 CAPSULAS,7,GENÃ‰RICO: FRASCO EN POLIETILENO DE ALTA DENSIDAD. COLOR BLANCO OPACO POR 7 CAPSULAS.,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÃ‰SICO TRIHIDRATO MICROGRÃNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40
1989,19942122,OMEPRAZOL CAPSULAS,4,MUESTRA MEDICA:CAJA POR 4 CAPSULAS EN BLÃSTER PVC/PVDC BLANCO-ALUMINIO,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL (EQUIVALENTE A 8.5% DE OMEPRAZOL POR PELLETS),mg,20
1990,19991569,ESOMEPRAZOL 20 MG,70,CAJA POR 70 TABLETAS RECUBIERTAS EN BLISTER ALUMINIO/ALUMINIO POR 7 TABLETAS,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATO (EQUIVALENTE A ESOMEPRAZOL 20.000 MG),mg,22275
